ID,SMILES,Standard Relation,IC50,pIC50,bioactivity
CHEMBL1711514,O=[N+]([O-])c1ccc([S+]([O-])Cc2ccccc2)c([N+](=O)[O-])c1,'=',23159,4.63,inactive
CHEMBL1711797,C=C1C(=O)c2sccc2C(c2ccc(OC)c(OC)c2)C1COC(C)=O,'=',21389,4.67,inactive
CHEMBL1712082,CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C,'=',21433,4.67,inactive
CHEMBL1712120,O=S(=O)(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1ccc(Cl)c2nonc12,,41635,,inactive
CHEMBL1712229,Nc1ccc2nc(-c3ccccc3)cnc2c1,'=',7228,5.14,active
CHEMBL1712850,O=C(Cn1ncc(Cl)c(Cl)c1=O)NC(=O)NC1CCCCC1,,49746,,inactive
CHEMBL1713905,CN1C(=O)/C(=N\CCc2ccccc2)c2c3ccccc3c(O)c3cccc1c23,'=',5975,5.22,active
CHEMBL1713955,CC(=O)OC1C2(CC3N4C(=O)C5(CO)SSC4(CC31O)C(=O)N5C)OC(C)C(C)(C)C2=O,,49761,,inactive
CHEMBL1714827,CC(=O)O[C@H]1C[C@@H]2OC3C=C(C)CCC3(C)[C@@]1(C)[C@@]21CO1,,49761,,inactive
CHEMBL1717890,O=C(NC1=CC(=O)c2ccccc2C1=O)c1ccccc1,,49836,,inactive
CHEMBL1719994,Cl.O=C1/C(=C\c2ccc(Cl)c(Cl)c2)CN(C(=O)CCN2CCOCC2)C/C1=C/c1ccc(Cl)c(Cl)c1,,31412,,inactive
CHEMBL1720128,Cc1ccc(NC(=O)Cn2sc3ccccc3c2=O)cc1,,17668,,inactive
CHEMBL1720248,CCN(CC)c1ccc(C=NNc2ccc([N+](=O)[O-])cn2)cc1,'=',4504,5.35,active
CHEMBL1720734,C=CC(=O)N1C/C(=C/c2ccc(Cl)cc2)C(=O)/C(=C\c2ccc(Cl)cc2)C1,,49756,,inactive
CHEMBL1720897,CN(C)CCC(=O)N1C/C(=C/c2ccccc2)C(=O)/C(=C\c2ccccc2)C1.Cl,,49681,,inactive
CHEMBL1722641,CC(=O)OC1C(O)C(C)OC(OC2C(OC(=O)C3CCC4C(C3)OC3(CC(OC(=O)/C=C/c5ccccc5)C(C)CO3)C43CO3)OC(C)C(O)C2OC(C)=O)C1O,,49751,,inactive
CHEMBL1723607,O=C(Cn1sc2ccccc2c1=O)Nc1ccc(Br)cc1,,49766,,inactive
CHEMBL1723955,O=C1C(Cl)=C(NCCc2ccccc2)C(=O)c2ccccc21,'=',17734,4.75,inactive
CHEMBL1724428,CC1=CC2OC3CC4OC(=O)/C=C\C=CC(C(C)O)OCC(O)C(C)CC(=O)OCC2(CC1O)C4(C)C31CO1,,49751,,inactive
CHEMBL1724645,C=C1C(=O)C23CCC4C(C)(C(=O)OC)CCCC4(C)C2CCC1(O)C3,,46785,,inactive
CHEMBL1724937,CN1C(=O)/C(=N\CCO)c2c3ccccc3c(O)c3cccc1c23,'=',1392,5.86,active
CHEMBL1725771,CC(C)CCN1C(=O)c2cccc3c(N)ccc(c23)C1=O,'=',4771,5.32,active
CHEMBL1726134,O=C1C(=C(I)I)c2ccccc2-c2ccccc21,,49720,,inactive
CHEMBL1726287,O=C(NCc1ccco1)c1cccc2c1C(=O)c1ccc(N3CCC(Cc4ccccc4)CC3)cc1S2(=O)=O,'=',4400,5.36,active
CHEMBL1726534,C=CC(=O)N1C/C(=C/c2ccccc2)C(=O)/C(=C\c2ccccc2)C1,,49811,,inactive
CHEMBL1726592,O=c1c2cc(C(F)(F)F)ccc2sn1-c1ccccc1,'>',49758,,inactive
CHEMBL1727091,C=C1C(=O)C23C(O)C1CCC2C12CCCC(C)(COC(C)=O)C1C(O)C3(O)OC2,'=',32470,4.49,inactive
CHEMBL1727997,CS(=O)(=O)c1ccc(C(=O)OCC(=O)NCc2cccs2)cc1[N+](=O)[O-],'>',49760,,inactive
CHEMBL1728153,O=C1C=CC(=O)N1CCCCCCCCCCN1C(=O)C=CC1=O,'=',16299,4.79,inactive
CHEMBL1730870,CC(=O)Oc1ccccc1C(=O)C=Cc1cccc([N+](=O)[O-])c1,,49730,,inactive
CHEMBL1731017,CCN(CC)CCC(=O)N1C/C(=C/c2ccccc2)C(=O)/C(=C\c2ccccc2)C1.Cl,,49781,,inactive
CHEMBL1731330,CC(O)CN(CC(C)O)c1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,'=',5091,5.29,active
CHEMBL1731349,C=CC(=O)N1C/C(=C/c2ccc(F)cc2)C(=O)/C(=C\c2ccc(F)cc2)C1,,49690,,inactive
CHEMBL1732235,O=c1c(Br)ccc(Br)cc1Br,'=',6137,5.21,active
CHEMBL1734268,O=C1C=CC(=O)N1c1ccc2c(c1)C(NC(=O)C(F)(F)F)c1ccccc1-2,'=',14485,4.84,inactive
CHEMBL1734503,COc1ccc(C[C@@H]2OC3(C=CC(=O)C=C3)O[C@H]2Cc2ccc(OC)cc2)cc1,'=',17470,4.76,inactive
CHEMBL1734763,O=C1C=CC(=O)N1c1ccccc1N1C(=O)C=CC1=O,'=',13642,4.87,inactive
CHEMBL1735539,CCOC(=O)c1c(SCCN2CCCC2)n(-c2ccccc2)c(=S)n(-c2ccccc2)c1=O,,49746,,inactive
CHEMBL1736490,COC(=O)C1=C(C(=O)OC)C2OC1c1cc3ccccc3cc12,,10150,,inactive
CHEMBL1736537,CC(=O)Nc1ccc2c(c1)Cc1cc(N3C(=O)C=CC3=O)ccc1-2,'=',7235,5.14,active
CHEMBL1736766,O=C1NC2C(O)C(O)C(O)C(O)C2c2cc3c(c(O)c21)OCO3,,49806,,inactive
CHEMBL1790039,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1.O=S(=O)([O-])O,'=',4752,5.32,active
CHEMBL179512,COc1cc(/C=C/C(O)=C/C(=O)/C=C/c2ccc(O)cc2)ccc1O,'=',8095,5.09,active
CHEMBL1864580,O=c1ccc2ccccc2c2ccccc12,,49806,,inactive
CHEMBL1864760,C#CCN(C[C@@H]1[C@@H](OC(=O)NCc2ccccc2F)[C@@H](OC(=O)NCc2ccccc2F)Cn2c(=O)ccc(=O)n21)S(=O)(=O)c1ccc(C)cc1,,49741,,inactive
CHEMBL1865393,COc1ccccc1N(C(C)=O)C1=C(Cl)C(=O)c2ccccc2C1=O,'=',5375,5.27,active
CHEMBL1867341,O=[N+]([O-])c1ccc(Sc2ccncn2)c([N+](=O)[O-])c1,,49722,,inactive
CHEMBL1871738,Cl.O=C1/C(=C\c2ccccc2)CN(C(=O)CCN2CCCCC2)C/C1=C/c1ccccc1,,49771,,inactive
CHEMBL1878035,O=C1C(=C(c2ccccc2)N2CCOCC2)Cc2ccccc21,,49791,,inactive
CHEMBL1878940,N#CC1c2ccccc2-n2nncc2CN1Cc1cc(Cl)cc(Cl)c1,,49751,,inactive
CHEMBL1881622,Cn1cnc([N+](=O)[O-])c1S(=O)(=O)Oc1ccc(Cl)cc1,,49727,,inactive
CHEMBL1881880,CC(=O)ON=C1C=CC(=C(C#N)c2ccccc2)C=C1,,49786,,inactive
CHEMBL1883309,CC(=O)OC1CCC2(C)C(CCC3C4CC=C(C(C)=O)C4(C)OC(=O)CC32)C1,,49756,,inactive
CHEMBL1889303,C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@]1(C)[C@@H](OC(C)=O)CC[C@@](C)(C(=O)OC)[C@H]1C[C@@H]3OC(C)=O,,49801,,inactive
CHEMBL1889898,C=C1C(=O)[C@]23C[C@H]1CCC2[C@@]1(C)C(C[C@@H]3O)[C@](C)(C(=O)OC)CC[C@@H]1OC(C)=O,,18042,,inactive
CHEMBL1890919,COc1ccc(OC)c(C=Cc2ccc([N+](=O)[O-])cc2)c1,'=',8192,5.09,active
CHEMBL1895152,Cc1c(C(=O)Nc2ccccc2)c2ccc(C(F)(F)F)cc2n1O,,19442,,inactive
CHEMBL1897634,C=C1C(=O)[C@]23C[C@H]1CCC2[C@@]1(C)C(C[C@@H]3O)[C@](C)(C(=O)OC)CC[C@@H]1O,,24182,,inactive
CHEMBL1899958,COc1ccccc1NS(=O)(=O)c1cc([N+](=O)[O-])ccc1N/N=C/c1c[nH]c2ccccc12,'=',2744,5.56,active
CHEMBL1901984,C=C1C(=O)[C@]23C[C@H]1CCC2[C@]1(C)CCC[C@@](C)(C(=O)O)C1C[C@@H]3O,,49796,,inactive
CHEMBL1904111,CCSc1ccc(-c2cc(NC=O)c3ncc(-c4cccc(C(=O)NCCN(C)C)c4)n3c2)cc1,,20003,,inactive
CHEMBL1904199,O=C(NCc1ccccc1C(F)(F)F)c1cccc2c1C(=O)c1ccc(N3CCC(N4CCCCC4)CC3)cc1S2(=O)=O,'=',5890,5.23,active
CHEMBL1964993,O=[N+]([O-])c1ccc(N/N=C/C=C/c2ccco2)cc1,'=',4186,5.38,active
CHEMBL1966700,COc1ccc(C(=O)Nc2ccc(/C(C)=N/NC(=O)c3ccncc3)cc2)cc1,'>',59640,,inactive
CHEMBL1966746,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1cccs1,'>',59640,,inactive
CHEMBL1967436,CCCCCOc1ccc(Br)cc1/C(C)=N/NC1=NCCN1,,49756,,inactive
CHEMBL1967856,CS(=O)(=O)c1ccc(C(=O)OCC(=O)N2CCN(CCC3CCCCC3)CC2)cc1[N+](=O)[O-].O=C(O)C(F)(F)F,,11645,,inactive
CHEMBL1967952,CCN(CC)CCN1C(=O)/C(=C\c2ccc(Cl)c([N+](=O)[O-])c2)S/C1=N\c1ccc(OC)cc1,,49741,,inactive
CHEMBL1971127,C#CCOCCOCCOCCNc1nc(N2CCN(C(=O)CCCCCCCCCCNC(=O)[C@H](CCCCN)n3cc(C[C@@H](C)CC)nn3)CC2)nc(N2CCN(C(=O)CCCCCCCCCCNC(=O)[C@H](CCCCN)n3cc(C[C@@H](C)CC)nn3)CC2)n1,'=',7102,5.15,active
CHEMBL1971913,O=C(O)C(F)(F)F.c1cc(SC2CCCCC2)cc(-c2nc3cnccn3c2NC2CCCCC2)c1,'=',4833,5.32,active
CHEMBL1973156,O=C(/C=C1\C(=O)Nc2ccccc21)/C=C1\C(=O)Nc2ccccc21,,28601,,inactive
CHEMBL1974389,CC1=C(C)/C(=N\OS(=O)(=O)c2ccc(C)cc2)C=CC1=O,,31009,,inactive
CHEMBL1977499,CN(/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)c1ccccc1,'>',59640,,inactive
CHEMBL1980369,COc1ccc(-c2nc3cnccn3c2NC2CCCCC2)cc1-c1cccc(Cl)c1.O=C(O)C(F)(F)F,'=',6780,5.17,active
CHEMBL1981797,CC1=CC(=O)C(C(C)C)=C/C1=N/OS(=O)(=O)c1ccccc1,,49756,,inactive
CHEMBL1984244,CCCCNc1c(-c2ccc(SC3CCCCC3)cc2)nc2cnccn12.O=C(O)C(F)(F)F,'=',3709,5.43,active
CHEMBL1984584,O=[N+]([O-])c1ccc(N/N=C/c2c[nH]c3ccccc23)cc1,'=',10230,4.99,inactive
CHEMBL1985601,CN(C)c1ccc(/C=N/N(CCO)C2=NS(=O)(=O)c3ccccc32)cc1,'=',9400,5.03,active
CHEMBL1985696,COc1ccc(/C(C)=N/NC(=O)c2nnn(-c3nonc3N)c2-c2ccccc2)cc1,'>',59640,,inactive
CHEMBL1988416,O=Cc1s/c(=N\S(=O)(=O)c2ccccc2)n(CCCCl)c1Cl,'=',19538,4.71,inactive
CHEMBL1988648,CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)cccc1C2=O,,38184,,inactive
CHEMBL1990598,CN1C2CCC1/C(=C/c1ccccn1)C(=O)/C2=C\c1ccccn1,,49742,,inactive
CHEMBL1990694,CCCC/N=C1\C(=O)N(C)c2cccc3c(O)c4ccccc4c1c23,'=',9056,5.04,active
CHEMBL1991136,CN(/N=C/c1ccc(N(C)C)cc1)C1=NS(=O)(=O)c2ccccc21,'=',14965,4.83,inactive
CHEMBL1991303,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1cc2ccccc2o1,'=',2995,5.52,active
CHEMBL1993431,COc1cc(/C=C/c2ccc3c(Br)cc(Br)c(O)c3n2)ccc1O,'=',7680,5.12,active
CHEMBL1999014,O=[N+]([O-])c1ccc(-c2ccc(/C=N/Nc3nc(NCc4ccccc4)nc(N4CCOCC4)n3)o2)cc1,'=',4695,5.33,active
CHEMBL1999049,CCn1c(Cl)c(C=O)s/c1=N\S(=O)(=O)c1ccccc1,'=',12470,4.9,inactive
CHEMBL2001648,CC(=O)OC1CC2OC3C=C(C)CCC3(C)C1(C)C21CO1,,49756,,inactive
CHEMBL2003304,CC/N=C1\C(=O)N(C)c2cccc3c(O)c4ccccc4c1c23,'=',4927,5.31,active
CHEMBL2005437,Cc1cccc(C)c1-n1c(C)cc(/C=N\Nc2ccc([N+](=O)[O-])cn2)c1C,'=',4044,5.39,active
CHEMBL2130584,CCOC(=O)[C@]12Cc3ccc(C)cc3[C@H]1N(C1CCCCC1)C(=O)c1ccccc12,,19985,,inactive
CHEMBL2130621,CCOC(=O)[C@]12Cc3ccccc3[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,,47982,,inactive
CHEMBL2130991,CCOC(=O)[C@]12Cc3ccc(C)cc3[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,,19115,,inactive
CHEMBL2132689,CCCCCN1C(=O)c2cc(OC)ccc2[C@@]2(C(=O)OCC)Cc3cc(Cl)ccc3[C@@H]12,,18758,,inactive
CHEMBL2134789,CCOC(=O)[C@]12Cc3cc(Cl)ccc3[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,,16809,,inactive
CHEMBL213580,COc1ccc([N+](=O)[O-])c(S(=O)(=O)c2ccccc2)n1,,49742,,inactive
CHEMBL2137334,CCOC(=O)[C@]12Cc3c(cc(OC)c(OC)c3OC)[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,,49756,,inactive
CHEMBL2139295,CCOC(=O)[C@]12Cc3cc(C)ccc3[C@H]1N(C1CCCCC1)C(=O)c1ccccc12,,38995,,inactive
CHEMBL2139498,CCOC(=O)[C@]12Cc3cc(OC)ccc3[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,,49745,,inactive
CHEMBL2140569,CCOC(=O)[C@]12Cc3cc(Cl)ccc3[C@H]1N(C(C)C)C(=O)c1ccccc12,,45228,,inactive
CHEMBL2143481,CCOC(=O)[C@]12Cc3c(cc(OC)c(OC)c3OC)[C@H]1N(C1CCCCC1)C(=O)c1ccccc12,,25486,,inactive
CHEMBL2144242,CCOC(=O)[C@]12Cc3cc(C)ccc3[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,,19347,,inactive
CHEMBL2144534,CCOC(=O)[C@]12Cc3cc(OC)ccc3[C@H]1N(C1CCCCC1)C(=O)c1ccccc12,,49745,,inactive
CHEMBL2144540,CCOC(=O)[C@]12Cc3cc(Cl)ccc3[C@H]1N(C1CCCCC1)C(=O)c1ccccc12,,19946,,inactive
CHEMBL2373614,CC1=C(CO)C(=O)OC([C@@H](C)C2CC[C@H]3C4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)C4CC[C@]23C)C1,,49766,,inactive
CHEMBL260148,CC(C)[C@H](NC(=O)OC(C)(C)C)c1nnc(S(=O)(=O)Cc2c(F)cccc2Cl)o1,,10482,,inactive
CHEMBL309016,COc1cc(/C=C/[N+](=O)[O-])ccc1O,,49796,,inactive
CHEMBL309474,C=C1CC(Cn2cc(Br)c(=O)[nH]c2=O)(c2ccc(-c3ccccc3)cc2)OC1=O,,12196,,inactive
CHEMBL3189224,CCCCCCSc1cc(-c2nc3cnccn3c2NCCCC)ccc1OC.O=C(O)C(F)(F)F,'=',7425,5.13,active
CHEMBL3190111,COCCCn1/c(=N/C(=O)c2ccccc2)c(C#N)cc2c(=O)n3cccc(C)c3nc21,'>',59640,,inactive
CHEMBL3190145,O=C(CN1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1)N/N=C/c1ccc(Cl)c([N+](=O)[O-])c1,,48731,,inactive
CHEMBL3190779,CN(C)S(=O)(=O)c1cccc(NC(=S)N/N=C/C2CC=CCC2)c1,'=',334.63,6.47,active
CHEMBL3191623,CC(=C/c1ccccc1)/C=N/n1c(S)nnc1-c1ccncc1,'=',3255,5.49,active
CHEMBL3191768,COc1ccc(OC)c(/C=N/NC(=O)CC2C(=O)NN=C2C)c1,'=',2131,5.67,active
CHEMBL3193161,CC(=C/c1ccccc1)/C=N/n1c(C)nnc1S,'=',2503,5.6,active
CHEMBL3194162,O=C(O)c1cccc(NC(=S)N/N=C/c2ccccc2OCc2cccc(Br)c2)c1,'=',1161,5.93,active
CHEMBL3194164,Oc1c(Br)cc(/C=N/n2c(S)nnc2-c2ccccc2)cc1Br,'=',6096,5.21,active
CHEMBL3194460,O=C(O)c1cccc(NC(=S)N/N=C/c2ccccc2OCc2ccc(Br)cc2)c1,'=',885,6.05,active
CHEMBL3194647,O=[N+]([O-])c1ccccc1/C=C/C=N/n1c(S)nnc1-c1ccccc1F,'>',6627,,active
CHEMBL3195010,COc1ccc(/C=N/Nc2ccc([N+](=O)[O-])cc2)cc1O,'=',10743,4.97,inactive
CHEMBL3195455,COc1ccc(/N=C2\S/C(=C\c3ccc(Cl)c([N+](=O)[O-])c3)C(=O)N2CCN(C)C)cc1.Cl,,49745,,inactive
CHEMBL3196601,O=C(O)COc1ccccc1/C=N/n1c(S)nnc1C1CCCCC1,'=',8619,5.07,active
CHEMBL3196939,CCc1nnc(S)n1/N=C/C(C)=C\c1ccccc1,'=',332.29,6.48,active
CHEMBL3197536,CCc1nnc(S)n1/N=C/c1ccc(NC(C)=O)cc1,'=',2078,5.68,active
CHEMBL3197908,COc1ccc2nc(C)cc(N/N=C/c3ccc(F)cc3)c2c1,'=',2129,5.67,active
CHEMBL3198439,CC(C)n1cc(/C=N/Nc2ccc(Cl)c(C(=O)O)c2)c2ccccc21,'>',59640,,inactive
CHEMBL3199800,O=[N+]([O-])c1ccccc1/C=N/n1c(S)nnc1C(F)(F)F,'=',3120,5.51,active
CHEMBL3199893,CNC(=S)N/N=C/c1ccc(OCc2ccccc2)c(Br)c1,'=',7792,5.11,active
CHEMBL3207378,C/C(=N\O)c1ccc2c3c([nH]c2c1)CCCC3,'>',59640,,inactive
CHEMBL3207597,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc2c(c1)OCO2,'=',12521,4.9,inactive
CHEMBL3213100,COc1cc(OC)c(OC)cc1/C=N/NC(=O)CC1C(=O)NN=C1C,'=',1460,5.84,active
CHEMBL327502,COc1ccc(-n2sc3ccccc3c2=O)cc1,,27039,,inactive
CHEMBL335619,O=C(O)Cn1cccc1C(=O)c1ccccc1,'=',4035,5.39,active
CHEMBL3392492,CC(OC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1)C(=O)NC1C2CC3CC(C2)CC1C3,,49751,,inactive
CHEMBL367376,O=C1NC2C(=CC(O)C(O)C2O)c2cc3c(c(O)c21)OCO3,,49732,,inactive
CHEMBL374632,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,'=',2728,5.56,active
CHEMBL423192,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,,49751,,inactive
CHEMBL428064,O=S1(=O)Nc2c(ccc3cccnc23)-c2ccccc21,'>',49745,,inactive
CHEMBL429095,O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21,'=',12149,4.92,inactive
CHEMBL432044,O=C1Cc2ccccc2C(=O)N1c1ccccc1,'=',3968,5.4,active
CHEMBL45152,O=c1c2ccccc2sn1-c1ccccc1,,16634,,inactive
CHEMBL505670,O=[N+]([O-])c1ccc(Sc2cccc[n+]2[O-])c2nonc12,'=',7626,5.12,active
CHEMBL509617,CC1CC(C)(O)CC(C(O)CC2CC(=O)NC(=O)C2)C1=O,,49685,,inactive
CHEMBL518575,Cn1cccc1/C=C1\CCC/C(=C\c2cccn2C)C1=O,'=',10863,4.96,inactive
CHEMBL523200,O=[N+]([O-])c1ccc(Sc2nc3ccccc3o2)c([N+](=O)[O-])c1,,49751,,inactive
CHEMBL533293,CCN1/C(=C/C=C/c2oc3ccc4ccccc4c3[n+]2CC)Oc2ccc3ccccc3c21.Cc1ccc(S(=O)(=O)[O-])cc1,'>',59640,,inactive
CHEMBL535307,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2c1[nH]c1ccc(O)cc21,,49796,,inactive
CHEMBL578929,CC1CC(C)CC(C)C(O)C(C#N)=CC=CCC(C2CCCC2C(=O)O)OC(=O)CC(O)C(C)C1,,49786,,inactive
CHEMBL58,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,'=',630,6.2,active
CHEMBL582983,CC(=O)OC1(C)CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,,49771,,inactive
CHEMBL587994,CCC(/C=C1\Sc2ccc3ccccc3c2N1C)=C\c1sc2ccc3ccccc3c2[n+]1C.[Cl-],'>',59640,,inactive
CHEMBL598263,COc1ccc(CC2NCC(O)C2OC(C)=O)cc1,,49743,,inactive
CHEMBL598477,O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1ccc([N+](=O)[O-])o1,'>',59640,,inactive
CHEMBL599098,O=[N+]([O-])c1cc(Br)c(Nc2ccccc2)c([N+](=O)[O-])c1,,49756,,inactive
CHEMBL601543,CCN1/C(=C/C=C/c2oc3ccc(-c4ccccc4)cc3[n+]2CC)Oc2ccc(-c3ccccc3)cc21.CCOS(=O)(=O)[O-],'=',10706,4.97,inactive
CHEMBL607553,Cc1cccc(-n2ncc(Cl)c(Cl)c2=O)c1,,49801,,inactive
CHEMBL610198,O=c1c(Cl)c(Cl)cnn1-c1ccccc1,,49747,,inactive
CHEMBL61559,COc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(OC)c1,'=',4712,5.33,active
